SCAL,NGEN,NBPS,REPL,MTHD,NODE,real,user,sys
0.5X,1000,500,R10,treeqmc_n1_v1.0.0,heron05,0m11.185s,0m11.146s,0m0.033s
0.5X,1000,500,R11,treeqmc_n1_v1.0.0,heron09,0m11.343s,0m11.312s,0m0.024s
0.5X,1000,500,R12,treeqmc_n1_v1.0.0,heron07,0m11.152s,0m11.119s,0m0.027s
0.5X,1000,500,R13,treeqmc_n1_v1.0.0,heron04,0m11.347s,0m11.312s,0m0.028s
0.5X,1000,500,R14,treeqmc_n1_v1.0.0,heron10,0m11.242s,0m11.212s,0m0.025s
0.5X,1000,500,R15,treeqmc_n1_v1.0.0,heron08,0m11.243s,0m11.209s,0m0.026s
0.5X,1000,500,R16,treeqmc_n1_v1.0.0,heron11,0m11.148s,0m11.107s,0m0.034s
0.5X,1000,500,R17,treeqmc_n1_v1.0.0,heron02,0m11.349s,0m11.312s,0m0.031s
0.5X,1000,500,R18,treeqmc_n1_v1.0.0,heron06,0m11.172s,0m11.132s,0m0.034s
0.5X,1000,500,R19,treeqmc_n1_v1.0.0,heron03,0m11.175s,0m11.145s,0m0.024s
0.5X,1000,500,R1,treeqmc_n1_v1.0.0,heron08,0m11.524s,0m11.498s,0m0.021s
0.5X,1000,500,R20,treeqmc_n1_v1.0.0,heron01,0m11.082s,0m11.046s,0m0.029s
0.5X,1000,500,R2,treeqmc_n1_v1.0.0,heron07,0m11.182s,0m11.144s,0m0.032s
0.5X,1000,500,R3,treeqmc_n1_v1.0.0,heron10,0m11.232s,0m11.200s,0m0.027s
0.5X,1000,500,R4,treeqmc_n1_v1.0.0,heron00,0m21.612s,0m21.528s,0m0.075s
0.5X,1000,500,R5,treeqmc_n1_v1.0.0,heron02,0m11.261s,0m11.228s,0m0.027s
0.5X,1000,500,R6,treeqmc_n1_v1.0.0,heron03,0m11.323s,0m11.261s,0m0.056s
0.5X,1000,500,R7,treeqmc_n1_v1.0.0,heron11,0m11.112s,0m11.078s,0m0.026s
0.5X,1000,500,R8,treeqmc_n1_v1.0.0,heron01,0m11.230s,0m11.194s,0m0.030s
0.5X,1000,500,R9,treeqmc_n1_v1.0.0,heron06,0m11.284s,0m11.252s,0m0.025s
0.5X,1000,true,R10,treeqmc_n1_v1.0.0,heron09,0m11.206s,0m11.165s,0m0.034s
0.5X,1000,true,R11,treeqmc_n1_v1.0.0,heron10,0m11.598s,0m11.562s,0m0.029s
0.5X,1000,true,R12,treeqmc_n1_v1.0.0,heron11,0m10.895s,0m10.863s,0m0.025s
0.5X,1000,true,R13,treeqmc_n1_v1.0.0,heron01,0m11.263s,0m11.232s,0m0.023s
0.5X,1000,true,R14,treeqmc_n1_v1.0.0,heron11,0m11.199s,0m11.163s,0m0.029s
0.5X,1000,true,R15,treeqmc_n1_v1.0.0,heron02,0m10.861s,0m10.825s,0m0.029s
0.5X,1000,true,R16,treeqmc_n1_v1.0.0,heron03,0m10.923s,0m10.888s,0m0.029s
0.5X,1000,true,R17,treeqmc_n1_v1.0.0,heron09,0m11.032s,0m10.990s,0m0.036s
0.5X,1000,true,R18,treeqmc_n1_v1.0.0,heron05,0m10.982s,0m10.947s,0m0.028s
0.5X,1000,true,R19,treeqmc_n1_v1.0.0,heron06,0m11.004s,0m10.961s,0m0.033s
0.5X,1000,true,R1,treeqmc_n1_v1.0.0,heron00,0m21.630s,0m21.551s,0m0.070s
0.5X,1000,true,R20,treeqmc_n1_v1.0.0,heron04,0m11.321s,0m11.288s,0m0.026s
0.5X,1000,true,R2,treeqmc_n1_v1.0.0,heron01,0m10.950s,0m10.896s,0m0.046s
0.5X,1000,true,R3,treeqmc_n1_v1.0.0,heron02,0m11.139s,0m11.074s,0m0.057s
0.5X,1000,true,R4,treeqmc_n1_v1.0.0,heron03,0m11.120s,0m11.079s,0m0.034s
0.5X,1000,true,R5,treeqmc_n1_v1.0.0,heron04,0m11.299s,0m11.267s,0m0.025s
0.5X,1000,true,R6,treeqmc_n1_v1.0.0,heron05,0m11.143s,0m11.100s,0m0.035s
0.5X,1000,true,R7,treeqmc_n1_v1.0.0,heron06,0m11.241s,0m11.168s,0m0.066s
0.5X,1000,true,R8,treeqmc_n1_v1.0.0,heron07,0m11.398s,0m11.369s,0m0.023s
0.5X,1000,true,R9,treeqmc_n1_v1.0.0,heron08,0m11.283s,0m11.247s,0m0.029s
1X,1000,500,R10,treeqmc_n1_v1.0.0,heron06,0m10.779s,0m10.743s,0m0.029s
1X,1000,500,R11,treeqmc_n1_v1.0.0,heron08,0m10.769s,0m10.734s,0m0.028s
1X,1000,500,R12,treeqmc_n1_v1.0.0,heron09,0m10.681s,0m10.646s,0m0.028s
1X,1000,500,R13,treeqmc_n1_v1.0.0,heron00,0m20.548s,0m20.433s,0m0.105s
1X,1000,500,R14,treeqmc_n1_v1.0.0,heron05,0m10.747s,0m10.711s,0m0.030s
1X,1000,500,R15,treeqmc_n1_v1.0.0,heron04,0m10.848s,0m10.799s,0m0.042s
1X,1000,500,R16,treeqmc_n1_v1.0.0,heron07,0m10.822s,0m10.778s,0m0.037s
1X,1000,500,R17,treeqmc_n1_v1.0.0,heron11,0m10.598s,0m10.555s,0m0.036s
1X,1000,500,R18,treeqmc_n1_v1.0.0,heron03,0m10.821s,0m10.789s,0m0.026s
1X,1000,500,R19,treeqmc_n1_v1.0.0,heron02,0m10.792s,0m10.757s,0m0.029s
1X,1000,500,R1,treeqmc_n1_v1.0.0,heron04,0m9.562s,0m9.524s,0m0.025s
1X,1000,500,R20,treeqmc_n1_v1.0.0,heron10,0m10.731s,0m10.697s,0m0.029s
1X,1000,500,R2,treeqmc_n1_v1.0.0,heron05,0m9.506s,0m9.470s,0m0.029s
1X,1000,500,R3,treeqmc_n1_v1.0.0,heron04,0m9.631s,0m9.600s,0m0.024s
1X,1000,500,R4,treeqmc_n1_v1.0.0,heron07,0m9.495s,0m9.463s,0m0.026s
1X,1000,500,R5,treeqmc_n1_v1.0.0,heron01,0m10.594s,0m10.562s,0m0.026s
1X,1000,500,R6,treeqmc_n1_v1.0.0,heron11,0m9.518s,0m9.479s,0m0.033s
1X,1000,500,R7,treeqmc_n1_v1.0.0,heron02,0m9.718s,0m9.679s,0m0.032s
1X,1000,500,R8,treeqmc_n1_v1.0.0,heron03,0m9.546s,0m9.506s,0m0.034s
1X,1000,500,R9,treeqmc_n1_v1.0.0,heron10,0m9.643s,0m9.613s,0m0.024s
1X,1000,true,R10,treeqmc_n1_v1.0.0,heron02,0m10.697s,0m10.631s,0m0.060s
1X,1000,true,R11,treeqmc_n1_v1.0.0,heron05,0m10.654s,0m10.610s,0m0.038s
1X,1000,true,R12,treeqmc_n1_v1.0.0,heron07,0m10.663s,0m10.621s,0m0.035s
1X,1000,true,R13,treeqmc_n1_v1.0.0,heron11,0m10.632s,0m10.596s,0m0.030s
1X,1000,true,R14,treeqmc_n1_v1.0.0,heron01,0m10.627s,0m10.578s,0m0.039s
1X,1000,true,R15,treeqmc_n1_v1.0.0,heron06,0m10.896s,0m10.850s,0m0.040s
1X,1000,true,R16,treeqmc_n1_v1.0.0,heron02,0m10.568s,0m10.534s,0m0.027s
1X,1000,true,R17,treeqmc_n1_v1.0.0,heron03,0m10.604s,0m10.564s,0m0.034s
1X,1000,true,R18,treeqmc_n1_v1.0.0,heron08,0m10.894s,0m10.856s,0m0.031s
1X,1000,true,R19,treeqmc_n1_v1.0.0,heron10,0m10.456s,0m10.420s,0m0.031s
1X,1000,true,R1,treeqmc_n1_v1.0.0,heron05,0m10.751s,0m10.684s,0m0.060s
1X,1000,true,R20,treeqmc_n1_v1.0.0,heron09,0m10.526s,0m10.484s,0m0.036s
1X,1000,true,R2,treeqmc_n1_v1.0.0,heron09,0m10.687s,0m10.628s,0m0.053s
1X,1000,true,R3,treeqmc_n1_v1.0.0,heron07,0m10.658s,0m10.631s,0m0.021s
1X,1000,true,R4,treeqmc_n1_v1.0.0,heron10,0m10.169s,0m10.127s,0m0.026s
1X,1000,true,R5,treeqmc_n1_v1.0.0,heron00,0m18.401s,0m18.322s,0m0.069s
1X,1000,true,R6,treeqmc_n1_v1.0.0,heron08,0m10.872s,0m10.832s,0m0.033s
1X,1000,true,R7,treeqmc_n1_v1.0.0,heron04,0m10.703s,0m10.668s,0m0.028s
1X,1000,true,R8,treeqmc_n1_v1.0.0,heron00,0m20.475s,0m20.394s,0m0.074s
1X,1000,true,R9,treeqmc_n1_v1.0.0,heron01,0m10.877s,0m10.802s,0m0.068s
1X,100,500,R10,treeqmc_n1_v1.0.0,heron07,0m0.984s,0m0.973s,0m0.005s
1X,100,500,R11,treeqmc_n1_v1.0.0,heron08,0m0.963s,0m0.954s,0m0.004s
1X,100,500,R12,treeqmc_n1_v1.0.0,heron03,0m0.973s,0m0.961s,0m0.006s
1X,100,500,R13,treeqmc_n1_v1.0.0,heron04,0m0.980s,0m0.971s,0m0.003s
1X,100,500,R14,treeqmc_n1_v1.0.0,heron09,0m0.965s,0m0.957s,0m0.004s
1X,100,500,R15,treeqmc_n1_v1.0.0,heron05,0m0.982s,0m0.971s,0m0.003s
1X,100,500,R16,treeqmc_n1_v1.0.0,heron11,0m0.969s,0m0.960s,0m0.003s
1X,100,500,R17,treeqmc_n1_v1.0.0,heron01,0m1.005s,0m0.995s,0m0.004s
1X,100,500,R18,treeqmc_n1_v1.0.0,heron00,0m1.869s,0m1.852s,0m0.012s
1X,100,500,R19,treeqmc_n1_v1.0.0,heron06,0m0.970s,0m0.961s,0m0.003s
1X,100,500,R1,treeqmc_n1_v1.0.0,heron04,0m0.960s,0m0.950s,0m0.005s
1X,100,500,R20,treeqmc_n1_v1.0.0,heron02,0m0.977s,0m0.964s,0m0.007s
1X,100,500,R2,treeqmc_n1_v1.0.0,heron03,0m0.966s,0m0.955s,0m0.005s
1X,100,500,R3,treeqmc_n1_v1.0.0,heron09,0m0.994s,0m0.984s,0m0.005s
1X,100,500,R4,treeqmc_n1_v1.0.0,heron05,0m0.977s,0m0.969s,0m0.002s
1X,100,500,R5,treeqmc_n1_v1.0.0,heron11,0m0.979s,0m0.968s,0m0.005s
1X,100,500,R6,treeqmc_n1_v1.0.0,heron01,0m0.954s,0m0.944s,0m0.003s
1X,100,500,R7,treeqmc_n1_v1.0.0,heron06,0m0.969s,0m0.958s,0m0.006s
1X,100,500,R8,treeqmc_n1_v1.0.0,heron02,0m0.978s,0m0.968s,0m0.004s
1X,100,500,R9,treeqmc_n1_v1.0.0,heron10,0m0.979s,0m0.969s,0m0.004s
1X,100,true,R10,treeqmc_n1_v1.0.0,heron04,0m0.961s,0m0.953s,0m0.003s
1X,100,true,R11,treeqmc_n1_v1.0.0,heron03,0m0.964s,0m0.953s,0m0.004s
1X,100,true,R12,treeqmc_n1_v1.0.0,heron09,0m0.964s,0m0.953s,0m0.005s
1X,100,true,R13,treeqmc_n1_v1.0.0,heron05,0m0.981s,0m0.971s,0m0.005s
1X,100,true,R14,treeqmc_n1_v1.0.0,heron11,0m0.968s,0m0.959s,0m0.004s
1X,100,true,R15,treeqmc_n1_v1.0.0,heron01,0m0.992s,0m0.982s,0m0.003s
1X,100,true,R16,treeqmc_n1_v1.0.0,heron06,0m0.968s,0m0.961s,0m0.002s
1X,100,true,R17,treeqmc_n1_v1.0.0,heron02,0m0.980s,0m0.971s,0m0.003s
1X,100,true,R18,treeqmc_n1_v1.0.0,heron07,0m1.000s,0m0.990s,0m0.004s
1X,100,true,R19,treeqmc_n1_v1.0.0,heron10,0m0.975s,0m0.967s,0m0.003s
1X,100,true,R1,treeqmc_n1_v1.0.0,heron09,0m0.952s,0m0.940s,0m0.006s
1X,100,true,R20,treeqmc_n1_v1.0.0,heron08,0m0.950s,0m0.939s,0m0.004s
1X,100,true,R2,treeqmc_n1_v1.0.0,heron05,0m0.984s,0m0.974s,0m0.003s
1X,100,true,R3,treeqmc_n1_v1.0.0,heron11,0m0.976s,0m0.968s,0m0.002s
1X,100,true,R4,treeqmc_n1_v1.0.0,heron01,0m0.973s,0m0.963s,0m0.005s
1X,100,true,R5,treeqmc_n1_v1.0.0,heron06,0m0.970s,0m0.962s,0m0.003s
1X,100,true,R6,treeqmc_n1_v1.0.0,heron02,0m0.980s,0m0.972s,0m0.003s
1X,100,true,R7,treeqmc_n1_v1.0.0,heron10,0m0.962s,0m0.954s,0m0.003s
1X,100,true,R8,treeqmc_n1_v1.0.0,heron07,0m0.948s,0m0.939s,0m0.004s
1X,100,true,R9,treeqmc_n1_v1.0.0,heron08,0m0.982s,0m0.972s,0m0.004s
1X,200,500,R10,treeqmc_n1_v1.0.0,heron09,0m1.944s,0m1.932s,0m0.006s
1X,200,500,R11,treeqmc_n1_v1.0.0,heron11,0m1.942s,0m1.928s,0m0.008s
1X,200,500,R12,treeqmc_n1_v1.0.0,heron05,0m1.966s,0m1.948s,0m0.010s
1X,200,500,R13,treeqmc_n1_v1.0.0,heron01,0m1.936s,0m1.925s,0m0.005s
1X,200,500,R14,treeqmc_n1_v1.0.0,heron06,0m1.952s,0m1.939s,0m0.006s
1X,200,500,R15,treeqmc_n1_v1.0.0,heron02,0m1.924s,0m1.913s,0m0.005s
1X,200,500,R16,treeqmc_n1_v1.0.0,heron00,0m3.760s,0m3.741s,0m0.012s
1X,200,500,R17,treeqmc_n1_v1.0.0,heron08,0m1.991s,0m1.979s,0m0.006s
1X,200,500,R18,treeqmc_n1_v1.0.0,heron10,0m2.022s,0m2.011s,0m0.005s
1X,200,500,R19,treeqmc_n1_v1.0.0,heron07,0m1.938s,0m1.927s,0m0.006s
1X,200,500,R1,treeqmc_n1_v1.0.0,heron05,0m1.920s,0m1.909s,0m0.004s
1X,200,500,R20,treeqmc_n1_v1.0.0,heron04,0m1.920s,0m1.908s,0m0.006s
1X,200,500,R2,treeqmc_n1_v1.0.0,heron01,0m1.934s,0m1.916s,0m0.011s
1X,200,500,R3,treeqmc_n1_v1.0.0,heron06,0m1.946s,0m1.936s,0m0.003s
1X,200,500,R4,treeqmc_n1_v1.0.0,heron02,0m1.905s,0m1.887s,0m0.011s
1X,200,500,R5,treeqmc_n1_v1.0.0,heron08,0m1.917s,0m1.902s,0m0.008s
1X,200,500,R6,treeqmc_n1_v1.0.0,heron10,0m1.877s,0m1.866s,0m0.006s
1X,200,500,R7,treeqmc_n1_v1.0.0,heron07,0m1.936s,0m1.924s,0m0.006s
1X,200,500,R8,treeqmc_n1_v1.0.0,heron04,0m1.918s,0m1.907s,0m0.005s
1X,200,500,R9,treeqmc_n1_v1.0.0,heron03,0m1.932s,0m1.922s,0m0.006s
1X,200,true,R10,treeqmc_n1_v1.0.0,heron01,0m1.909s,0m1.897s,0m0.006s
1X,200,true,R11,treeqmc_n1_v1.0.0,heron06,0m1.948s,0m1.939s,0m0.002s
1X,200,true,R12,treeqmc_n1_v1.0.0,heron02,0m1.927s,0m1.913s,0m0.007s
1X,200,true,R13,treeqmc_n1_v1.0.0,heron08,0m1.947s,0m1.938s,0m0.003s
1X,200,true,R14,treeqmc_n1_v1.0.0,heron00,0m3.672s,0m3.654s,0m0.012s
1X,200,true,R15,treeqmc_n1_v1.0.0,heron10,0m1.880s,0m1.870s,0m0.005s
1X,200,true,R16,treeqmc_n1_v1.0.0,heron07,0m1.917s,0m1.905s,0m0.006s
1X,200,true,R17,treeqmc_n1_v1.0.0,heron03,0m1.987s,0m1.970s,0m0.011s
1X,200,true,R18,treeqmc_n1_v1.0.0,heron04,0m1.969s,0m1.956s,0m0.007s
1X,200,true,R19,treeqmc_n1_v1.0.0,heron09,0m1.904s,0m1.895s,0m0.004s
1X,200,true,R1,treeqmc_n1_v1.0.0,heron10,0m1.922s,0m1.912s,0m0.005s
1X,200,true,R20,treeqmc_n1_v1.0.0,heron11,0m1.898s,0m1.885s,0m0.007s
1X,200,true,R2,treeqmc_n1_v1.0.0,heron07,0m1.921s,0m1.908s,0m0.007s
1X,200,true,R3,treeqmc_n1_v1.0.0,heron03,0m1.911s,0m1.901s,0m0.006s
1X,200,true,R4,treeqmc_n1_v1.0.0,heron03,0m1.953s,0m1.940s,0m0.008s
1X,200,true,R5,treeqmc_n1_v1.0.0,heron04,0m1.915s,0m1.904s,0m0.005s
1X,200,true,R6,treeqmc_n1_v1.0.0,heron09,0m1.977s,0m1.966s,0m0.004s
1X,200,true,R7,treeqmc_n1_v1.0.0,heron05,0m1.909s,0m1.894s,0m0.007s
1X,200,true,R8,treeqmc_n1_v1.0.0,heron11,0m1.906s,0m1.894s,0m0.007s
1X,200,true,R9,treeqmc_n1_v1.0.0,heron04,0m1.898s,0m1.886s,0m0.006s
1X,25,500,R10,treeqmc_n1_v1.0.0,heron02,0m0.270s,0m0.261s,0m0.003s
1X,25,500,R11,treeqmc_n1_v1.0.0,heron06,0m0.268s,0m0.259s,0m0.003s
1X,25,500,R12,treeqmc_n1_v1.0.0,heron07,0m0.267s,0m0.260s,0m0.002s
1X,25,500,R13,treeqmc_n1_v1.0.0,heron10,0m0.265s,0m0.256s,0m0.004s
1X,25,500,R14,treeqmc_n1_v1.0.0,heron08,0m0.257s,0m0.250s,0m0.002s
1X,25,500,R15,treeqmc_n1_v1.0.0,heron04,0m0.265s,0m0.255s,0m0.004s
1X,25,500,R16,treeqmc_n1_v1.0.0,heron09,0m0.269s,0m0.260s,0m0.003s
1X,25,500,R17,treeqmc_n1_v1.0.0,heron03,0m0.272s,0m0.261s,0m0.005s
1X,25,500,R18,treeqmc_n1_v1.0.0,heron05,0m0.267s,0m0.259s,0m0.002s
1X,25,500,R19,treeqmc_n1_v1.0.0,heron11,0m0.265s,0m0.257s,0m0.002s
1X,25,500,R1,treeqmc_n1_v1.0.0,heron07,0m0.268s,0m0.261s,0m0.001s
1X,25,500,R20,treeqmc_n1_v1.0.0,heron01,0m0.264s,0m0.258s,0m0.001s
1X,25,500,R2,treeqmc_n1_v1.0.0,heron10,0m0.269s,0m0.261s,0m0.002s
1X,25,500,R3,treeqmc_n1_v1.0.0,heron08,0m0.260s,0m0.253s,0m0.002s
1X,25,500,R4,treeqmc_n1_v1.0.0,heron04,0m0.268s,0m0.261s,0m0.002s
1X,25,500,R5,treeqmc_n1_v1.0.0,heron09,0m0.270s,0m0.262s,0m0.002s
1X,25,500,R6,treeqmc_n1_v1.0.0,heron03,0m0.254s,0m0.244s,0m0.004s
1X,25,500,R7,treeqmc_n1_v1.0.0,heron05,0m0.270s,0m0.264s,0m0.001s
1X,25,500,R8,treeqmc_n1_v1.0.0,heron11,0m0.278s,0m0.267s,0m0.005s
1X,25,500,R9,treeqmc_n1_v1.0.0,heron01,0m0.255s,0m0.248s,0m0.002s
1X,500,500,R10,treeqmc_n1_v1.0.0,heron02,0m5.212s,0m5.195s,0m0.011s
1X,500,500,R11,treeqmc_n1_v1.0.0,heron08,0m5.265s,0m5.240s,0m0.018s
1X,500,500,R12,treeqmc_n1_v1.0.0,heron07,0m5.275s,0m5.250s,0m0.019s
1X,500,500,R13,treeqmc_n1_v1.0.0,heron10,0m5.330s,0m5.318s,0m0.006s
1X,500,500,R14,treeqmc_n1_v1.0.0,heron04,0m5.201s,0m5.179s,0m0.016s
1X,500,500,R15,treeqmc_n1_v1.0.0,heron00,0m10.325s,0m10.292s,0m0.027s
1X,500,500,R16,treeqmc_n1_v1.0.0,heron03,0m5.301s,0m5.272s,0m0.021s
1X,500,500,R17,treeqmc_n1_v1.0.0,heron05,0m5.300s,0m5.283s,0m0.010s
1X,500,500,R18,treeqmc_n1_v1.0.0,heron09,0m5.428s,0m5.400s,0m0.012s
1X,500,500,R19,treeqmc_n1_v1.0.0,heron01,0m5.334s,0m5.300s,0m0.027s
1X,500,500,R1,treeqmc_n1_v1.0.0,heron07,0m4.764s,0m4.747s,0m0.011s
1X,500,500,R20,treeqmc_n1_v1.0.0,heron11,0m5.302s,0m5.281s,0m0.014s
1X,500,500,R2,treeqmc_n1_v1.0.0,heron10,0m4.870s,0m4.851s,0m0.014s
1X,500,500,R3,treeqmc_n1_v1.0.0,heron04,0m4.800s,0m4.779s,0m0.015s
1X,500,500,R4,treeqmc_n1_v1.0.0,heron03,0m4.708s,0m4.679s,0m0.023s
1X,500,500,R5,treeqmc_n1_v1.0.0,heron11,0m5.308s,0m5.286s,0m0.016s
1X,500,500,R6,treeqmc_n1_v1.0.0,heron05,0m4.791s,0m4.772s,0m0.011s
1X,500,500,R7,treeqmc_n1_v1.0.0,heron09,0m4.801s,0m4.781s,0m0.014s
1X,500,500,R8,treeqmc_n1_v1.0.0,heron01,0m4.784s,0m4.762s,0m0.015s
1X,500,500,R9,treeqmc_n1_v1.0.0,heron06,0m4.828s,0m4.811s,0m0.010s
1X,500,true,R10,treeqmc_n1_v1.0.0,heron07,0m4.867s,0m4.847s,0m0.013s
1X,500,true,R11,treeqmc_n1_v1.0.0,heron04,0m4.893s,0m4.877s,0m0.011s
1X,500,true,R12,treeqmc_n1_v1.0.0,heron00,0m9.803s,0m9.764s,0m0.032s
1X,500,true,R13,treeqmc_n1_v1.0.0,heron03,0m4.905s,0m4.883s,0m0.016s
1X,500,true,R14,treeqmc_n1_v1.0.0,heron11,0m4.865s,0m4.838s,0m0.019s
1X,500,true,R15,treeqmc_n1_v1.0.0,heron09,0m5.044s,0m5.019s,0m0.018s
1X,500,true,R16,treeqmc_n1_v1.0.0,heron05,0m4.836s,0m4.816s,0m0.013s
1X,500,true,R17,treeqmc_n1_v1.0.0,heron01,0m5.043s,0m5.021s,0m0.014s
1X,500,true,R18,treeqmc_n1_v1.0.0,heron02,0m5.058s,0m5.036s,0m0.016s
1X,500,true,R19,treeqmc_n1_v1.0.0,heron06,0m4.856s,0m4.832s,0m0.017s
1X,500,true,R1,treeqmc_n1_v1.0.0,heron03,0m4.931s,0m4.906s,0m0.018s
1X,500,true,R20,treeqmc_n1_v1.0.0,heron08,0m4.905s,0m4.877s,0m0.020s
1X,500,true,R2,treeqmc_n1_v1.0.0,heron09,0m4.898s,0m4.877s,0m0.015s
1X,500,true,R3,treeqmc_n1_v1.0.0,heron11,0m4.863s,0m4.845s,0m0.012s
1X,500,true,R4,treeqmc_n1_v1.0.0,heron05,0m5.020s,0m5.003s,0m0.010s
1X,500,true,R5,treeqmc_n1_v1.0.0,heron01,0m4.880s,0m4.863s,0m0.009s
1X,500,true,R6,treeqmc_n1_v1.0.0,heron06,0m5.051s,0m5.032s,0m0.012s
1X,500,true,R7,treeqmc_n1_v1.0.0,heron02,0m4.815s,0m4.802s,0m0.009s
1X,500,true,R8,treeqmc_n1_v1.0.0,heron08,0m4.861s,0m4.838s,0m0.017s
1X,500,true,R9,treeqmc_n1_v1.0.0,heron10,0m5.002s,0m4.985s,0m0.011s
1X,50,500,R10,treeqmc_n1_v1.0.0,heron09,0m0.512s,0m0.502s,0m0.005s
1X,50,500,R11,treeqmc_n1_v1.0.0,heron05,0m0.505s,0m0.496s,0m0.003s
1X,50,500,R12,treeqmc_n1_v1.0.0,heron11,0m0.514s,0m0.507s,0m0.002s
1X,50,500,R13,treeqmc_n1_v1.0.0,heron01,0m0.501s,0m0.492s,0m0.003s
1X,50,500,R14,treeqmc_n1_v1.0.0,heron06,0m0.498s,0m0.490s,0m0.001s
1X,50,500,R15,treeqmc_n1_v1.0.0,heron02,0m0.511s,0m0.501s,0m0.004s
1X,50,500,R16,treeqmc_n1_v1.0.0,heron10,0m0.516s,0m0.510s,0m0.001s
1X,50,500,R17,treeqmc_n1_v1.0.0,heron07,0m0.505s,0m0.494s,0m0.005s
1X,50,500,R18,treeqmc_n1_v1.0.0,heron08,0m0.506s,0m0.495s,0m0.005s
1X,50,500,R19,treeqmc_n1_v1.0.0,heron04,0m0.506s,0m0.499s,0m0.003s
1X,50,500,R1,treeqmc_n1_v1.0.0,heron11,0m0.492s,0m0.485s,0m0.001s
1X,50,500,R20,treeqmc_n1_v1.0.0,heron03,0m0.504s,0m0.495s,0m0.002s
1X,50,500,R2,treeqmc_n1_v1.0.0,heron01,0m0.503s,0m0.496s,0m0.002s
1X,50,500,R3,treeqmc_n1_v1.0.0,heron06,0m0.502s,0m0.493s,0m0.003s
1X,50,500,R4,treeqmc_n1_v1.0.0,heron02,0m0.520s,0m0.511s,0m0.003s
1X,50,500,R5,treeqmc_n1_v1.0.0,heron07,0m0.508s,0m0.499s,0m0.004s
1X,50,500,R6,treeqmc_n1_v1.0.0,heron10,0m0.492s,0m0.481s,0m0.004s
1X,50,500,R7,treeqmc_n1_v1.0.0,heron08,0m0.503s,0m0.493s,0m0.004s
1X,50,500,R8,treeqmc_n1_v1.0.0,heron04,0m0.500s,0m0.491s,0m0.004s
1X,50,500,R9,treeqmc_n1_v1.0.0,heron03,0m0.494s,0m0.486s,0m0.003s
1X,50,true,R10,treeqmc_n1_v1.0.0,heron11,0m0.490s,0m0.484s,0m0.000s
1X,50,true,R11,treeqmc_n1_v1.0.0,heron01,0m0.499s,0m0.490s,0m0.004s
1X,50,true,R12,treeqmc_n1_v1.0.0,heron02,0m0.507s,0m0.499s,0m0.003s
1X,50,true,R13,treeqmc_n1_v1.0.0,heron06,0m0.496s,0m0.488s,0m0.003s
1X,50,true,R14,treeqmc_n1_v1.0.0,heron07,0m0.508s,0m0.498s,0m0.002s
1X,50,true,R15,treeqmc_n1_v1.0.0,heron10,0m0.486s,0m0.477s,0m0.005s
1X,50,true,R16,treeqmc_n1_v1.0.0,heron08,0m0.516s,0m0.506s,0m0.004s
1X,50,true,R17,treeqmc_n1_v1.0.0,heron04,0m0.505s,0m0.497s,0m0.003s
1X,50,true,R18,treeqmc_n1_v1.0.0,heron09,0m0.508s,0m0.498s,0m0.004s
1X,50,true,R19,treeqmc_n1_v1.0.0,heron03,0m0.491s,0m0.482s,0m0.004s
1X,50,true,R1,treeqmc_n1_v1.0.0,heron06,0m0.501s,0m0.493s,0m0.002s
1X,50,true,R20,treeqmc_n1_v1.0.0,heron05,0m0.492s,0m0.483s,0m0.004s
1X,50,true,R2,treeqmc_n1_v1.0.0,heron02,0m0.492s,0m0.481s,0m0.005s
1X,50,true,R3,treeqmc_n1_v1.0.0,heron07,0m0.498s,0m0.486s,0m0.006s
1X,50,true,R4,treeqmc_n1_v1.0.0,heron10,0m0.504s,0m0.498s,0m0.001s
1X,50,true,R5,treeqmc_n1_v1.0.0,heron08,0m0.503s,0m0.493s,0m0.004s
1X,50,true,R6,treeqmc_n1_v1.0.0,heron04,0m0.507s,0m0.496s,0m0.005s
1X,50,true,R7,treeqmc_n1_v1.0.0,heron09,0m0.499s,0m0.488s,0m0.006s
1X,50,true,R8,treeqmc_n1_v1.0.0,heron03,0m0.488s,0m0.478s,0m0.004s
1X,50,true,R9,treeqmc_n1_v1.0.0,heron05,0m0.504s,0m0.496s,0m0.003s
2X,1000,500,R10,treeqmc_n1_v1.0.0,heron10,0m9.567s,0m9.538s,0m0.024s
2X,1000,500,R11,treeqmc_n1_v1.0.0,heron07,0m9.427s,0m9.387s,0m0.034s
2X,1000,500,R12,treeqmc_n1_v1.0.0,heron11,0m9.780s,0m9.741s,0m0.031s
2X,1000,500,R13,treeqmc_n1_v1.0.0,heron04,0m9.592s,0m9.559s,0m0.027s
2X,1000,500,R14,treeqmc_n1_v1.0.0,heron03,0m9.576s,0m9.546s,0m0.024s
2X,1000,500,R15,treeqmc_n1_v1.0.0,heron05,0m9.504s,0m9.468s,0m0.029s
2X,1000,500,R16,treeqmc_n1_v1.0.0,heron01,0m9.652s,0m9.613s,0m0.032s
2X,1000,500,R17,treeqmc_n1_v1.0.0,heron06,0m9.542s,0m9.509s,0m0.025s
2X,1000,500,R18,treeqmc_n1_v1.0.0,heron09,0m9.513s,0m9.475s,0m0.029s
2X,1000,500,R19,treeqmc_n1_v1.0.0,heron08,0m9.581s,0m9.540s,0m0.035s
