NTAX,STRHT,SRATE,REPL,GTRE,NGEN,MTHD,NODE,SEFN,SERF,NQSC,SECS,FRAC
200,10000000,1e-07,7,estimatedgenetre,250,treeqmc_n1_v1.0.0,heron03,19,0.09596,0.7068818552585027,35.806,0.0
200,10000000,1e-07,7,estimatedgenetre,250,treeqmc_n2_v1.0.0,heron03,16,0.080808,0.7016933288786765,35.795,0.0
200,10000000,1e-07,7,estimatedgenetre,250,astral_3_v5.7.7,heron03,22,0.11111099999999999,0.7069567790103843,70.767,0.0
200,10000000,1e-07,7,estimatedgenetre,250,fastral,heron03,22,0.11111099999999999,0.7069599904240028,29.655,0.0
200,10000000,1e-07,7,estimatedgenetre,250,TRUE,heron03,0,0.0,0.7061848832281413,0.0,0.0
200,10000000,1e-07,7,truegenetrees,250,treeqmc_n0_v1.0.0,heron03,0,0.0,0.9122018302578776,32.746,0.0
200,10000000,1e-07,7,truegenetrees,250,treeqmc_n1_v1.0.0,heron03,0,0.0,0.9122018302578776,33.951,0.0
200,10000000,1e-07,7,truegenetrees,250,treeqmc_n2_v1.0.0,heron03,0,0.0,0.9122018302578776,34.02,0.0
200,10000000,1e-07,7,truegenetrees,250,astral_3_v5.7.7,heron03,0,0.0,0.9122018302578776,6.059,0.0
200,10000000,1e-07,7,truegenetrees,250,fastral,heron03,0,0.0,0.9122018302578776,22.636,0.0
200,10000000,1e-07,7,truegenetrees,250,TRUE,heron03,0,0.0,0.9122018302578776,0.0,0.0
200,10000000,1e-07,7,estimatedgenetre,1000,treeqmc_n0_v1.0.0,heron08,24,0.12121199999999999,0.7074527276060689,134.57,0.0
200,10000000,1e-07,7,estimatedgenetre,1000,treeqmc_n1_v1.0.0,heron08,20,0.10101,0.7075951212568193,143.053,0.0
200,10000000,1e-07,7,estimatedgenetre,1000,treeqmc_n2_v1.0.0,heron08,17,0.085859,0.7016807709738198,142.345,0.0
200,10000000,1e-07,7,estimatedgenetre,1000,astral_3_v5.7.7,heron08,23,0.11616199999999999,0.7076336270527975,789.977,0.0
200,10000000,1e-07,7,estimatedgenetre,1000,fastral,heron08,21,0.10606099999999999,0.7075214062775812,74.489,0.0
200,10000000,1e-07,7,estimatedgenetre,1000,TRUE,heron08,0,0.0,0.7069658762226632,0.0,0.0
200,10000000,1e-07,7,truegenetrees,1000,treeqmc_n0_v1.0.0,heron08,0,0.0,0.9080723254748037,129.689,0.0
200,10000000,1e-07,7,truegenetrees,1000,treeqmc_n1_v1.0.0,heron08,0,0.0,0.9080723254748037,137.608,0.0
200,10000000,1e-07,7,truegenetrees,1000,treeqmc_n2_v1.0.0,heron08,0,0.0,0.9080723254748037,136.433,0.0
200,10000000,1e-07,7,truegenetrees,1000,astral_3_v5.7.7,heron08,0,0.0,0.9080723254748037,14.328,0.0
200,10000000,1e-07,7,truegenetrees,1000,fastral,heron08,0,0.0,0.9080723254748037,69.974,0.0
200,10000000,1e-07,7,truegenetrees,1000,TRUE,heron08,0,0.0,0.9080723254748037,0.0,0.0
200,10000000,1e-07,8,estimatedgenetre,250,treeqmc_n0_v1.0.0,heron04,3,0.015152,0.8500412452316257,32.289,0.0
200,10000000,1e-07,8,estimatedgenetre,250,treeqmc_n1_v1.0.0,heron04,2,0.010101,0.8503206545232412,33.737,0.0
200,10000000,1e-07,8,estimatedgenetre,250,treeqmc_n2_v1.0.0,heron04,2,0.010101,0.8503206545232412,33.643,0.0
